trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 2
6.0, 600, 0.0, 800, 2
7.0, 500, 0.0, 800, 2
8.0, 550, 0.0, 800, 2
9.0, 575, 0.0, 800, 2
10.0, 587, 0.0, 800, 2
11.0, 400, 0.0, 800, 4
12.0, 600, 0.0, 800, 4
13.0, 500, 0.0, 800, 4
14.0, 450, 0.0, 800, 4
15.0, 475, 0.0, 800, 4
16.0, 487, 0.0, 800, 4
17.0, 400, 0.0, 800, 520
18.0, 200, 0.0, 800, 520
19.0, 100, 0.0, 800, 520
20.0, 50, 0.0, 800, 520
21.0, 25, 0.0, 800, 520
22.0, 12, 0.0, 800, 520
23.0, 400, 0.0, 800, 26
24.0, 200, 0.0, 800, 26
25.0, 300, 0.0, 800, 26
26.0, 350, 0.0, 800, 26
27.0, 325, 0.0, 800, 26
28.0, 337, 0.0, 800, 26
29.0, 400, 0.0, 800, 156
30.0, 200, 0.0, 800, 156
31.0, 100, 0.0, 800, 156
32.0, 150, 0.0, 800, 156
33.0, 175, 0.0, 800, 156
34.0, 162, 0.0, 800, 156
35.0, 800, 1.0, 400, 0
36.0, 800, 1.0, 600, 0
37.0, 800, 1.0, 500, 0
38.0, 800, 1.0, 550, 0
39.0, 800, 1.0, 525, 0
40.0, 800, 1.0, 512, 0
41.0, 400, 0.0, 800, 52
42.0, 200, 0.0, 800, 52
43.0, 300, 0.0, 800, 52
44.0, 250, 0.0, 800, 52
45.0, 275, 0.0, 800, 52
46.0, 287, 0.0, 800, 52
