trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 520.0, 400, 0
6.0, 800, 520.0, 600, 0
7.0, 800, 520.0, 700, 0
8.0, 800, 520.0, 750, 0
9.0, 800, 520.0, 725, 0
10.0, 800, 520.0, 712, 0
11.0, 400, 0.0, 800, 52
12.0, 600, 0.0, 800, 52
13.0, 700, 0.0, 800, 52
14.0, 750, 0.0, 800, 52
15.0, 775, 0.0, 800, 52
16.0, 762, 0.0, 800, 52
17.0, 400, 0.0, 800, 156
18.0, 600, 0.0, 800, 156
19.0, 700, 0.0, 800, 156
20.0, 750, 0.0, 800, 156
21.0, 775, 0.0, 800, 156
22.0, 762, 0.0, 800, 156
23.0, 400, 0.0, 800, 1
24.0, 600, 0.0, 800, 1
25.0, 700, 0.0, 800, 1
26.0, 750, 0.0, 800, 1
27.0, 775, 0.0, 800, 1
28.0, 787, 0.0, 800, 1
29.0, 800, 4.0, 400, 0
30.0, 800, 4.0, 600, 0
31.0, 800, 4.0, 700, 0
32.0, 800, 4.0, 750, 0
33.0, 800, 4.0, 775, 0
34.0, 800, 4.0, 787, 0
35.0, 800, 26.0, 400, 0
36.0, 800, 26.0, 600, 0
37.0, 800, 26.0, 700, 0
38.0, 800, 26.0, 750, 0
39.0, 800, 26.0, 775, 0
40.0, 800, 26.0, 762, 0
41.0, 800, 2.0, 400, 0
42.0, 800, 2.0, 600, 0
43.0, 800, 2.0, 700, 0
44.0, 800, 2.0, 750, 0
45.0, 800, 2.0, 775, 0
46.0, 800, 2.0, 787, 0
