trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 156.0, 400, 0
6.0, 800, 156.0, 200, 0
7.0, 800, 156.0, 300, 0
8.0, 800, 156.0, 250, 0
9.0, 800, 156.0, 275, 0
10.0, 800, 156.0, 262, 0
11.0, 400, 0.0, 800, 520
12.0, 200, 0.0, 800, 520
13.0, 100, 0.0, 800, 520
14.0, 50, 0.0, 800, 520
15.0, 75, 0.0, 800, 520
16.0, 87, 0.0, 800, 520
17.0, 400, 0.0, 800, 26
18.0, 600, 0.0, 800, 26
19.0, 700, 0.0, 800, 26
20.0, 650, 0.0, 800, 26
21.0, 675, 0.0, 800, 26
22.0, 662, 0.0, 800, 26
23.0, 800, 4.0, 400, 0
24.0, 800, 4.0, 600, 0
25.0, 800, 4.0, 700, 0
26.0, 800, 4.0, 750, 0
27.0, 800, 4.0, 775, 0
28.0, 800, 4.0, 762, 0
29.0, 400, 0.0, 800, 52
30.0, 600, 0.0, 800, 52
31.0, 500, 0.0, 800, 52
32.0, 450, 0.0, 800, 52
33.0, 425, 0.0, 800, 52
34.0, 412, 0.0, 800, 52
35.0, 800, 2.0, 400, 0
36.0, 800, 2.0, 600, 0
37.0, 800, 2.0, 700, 0
38.0, 800, 2.0, 750, 0
39.0, 800, 2.0, 775, 0
40.0, 800, 2.0, 787, 0
41.0, 400, 0.0, 800, 1
42.0, 600, 0.0, 800, 1
43.0, 700, 0.0, 800, 1
44.0, 750, 0.0, 800, 1
45.0, 775, 0.0, 800, 1
46.0, 787, 0.0, 800, 1
